evidence_row_id,as_of,ticker,direction,action,evidence_class,target_rate,sample_size,degradation_level,adaptive_rr,adaptive_horizon_sessions,reference_price,adaptive_target,adaptive_risk,exit_reason,sessions_to_outcome,target_reached,risk_reached,horizon_reached,actual_mfe,actual_mae,realized_return,eligible_for_primary_comparison
TIME006-20260717T034500Z-gen20260820T104928773748Z-TMCV_NS,2026-07-17T03:45:00Z,TMCV.NS,SHORT,Watch,Mixed,0.437500,16,StateOnly,0.790935,3.0,414.6500,386.7917,449.8720,HORIZON,3,false,false,true,0.030146,-0.001688,0.022187,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-TORNTPHARM_NS,2026-07-17T03:45:00Z,TORNTPHARM.NS,SHORT,NoTrade,Unfavourable,0.195312,128,StateOnly,1.162714,3.0,4763.0000,4556.0626,4940.9779,NO_TRADE,1,false,false,false,0.005858,-0.056057,-0.037367,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-TRENT_NS,2026-07-17T03:45:00Z,TRENT.NS,SHORT,Watch,Mixed,0.303030,66,Exact,1.106712,4.0,2842.3999,2698.1956,2972.6996,HORIZON,4,false,false,true,0.001900,-0.032578,-0.011399,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-TVSMOTOR_NS,2026-07-17T03:45:00Z,TVSMOTOR.NS,SHORT,NoTrade,Unfavourable,0.176871,147,StateOnly,1.807872,3.0,3618.2000,3359.5583,3761.2641,NO_TRADE,2,false,false,false,0.018821,-0.053010,-0.039540,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-ULTRACEMCO_NS,2026-07-17T03:45:00Z,ULTRACEMCO.NS,SHORT,Watch,Mixed,0.336735,196,StateOnly,1.152825,4.0,11727.0000,11311.8599,12087.1069,RISK,2,false,true,false,0.006395,-0.034024,-0.030708,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-UNITDSPR_NS,2026-07-17T03:45:00Z,UNITDSPR.NS,SHORT,NoTrade,Insufficient,0.000000,0,Insufficient,,,1375.8000,,,NO_TRADE,1,false,false,false,0.008940,-0.016863,0.006396,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-UPL_NS,2026-07-17T03:45:00Z,UPL.NS,LONG,Watch,Mixed,0.356164,73,Exact,1.071022,4.0,616.6000,639.0995,595.5924,HORIZON,4,false,false,true,0.008677,-0.020516,-0.015569,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-VBL_NS,2026-07-17T03:45:00Z,VBL.NS,LONG,Watch,Mixed,0.328571,70,Exact,1.039242,4.0,463.3500,481.5868,445.8018,HORIZON,4,false,false,true,0.019963,-0.017913,-0.009280,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-VEDL_NS,2026-07-17T03:45:00Z,VEDL.NS,LONG,Watch,Mixed,0.342105,76,Exact,0.859540,4.0,253.0500,263.9616,240.3553,TARGET,2,true,false,false,0.052361,-0.000988,0.043120,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-WIPRO_NS,2026-07-17T03:45:00Z,WIPRO.NS,LONG,Watch,Mixed,0.333333,168,Exact,0.737908,3.0,176.0000,181.0039,169.2188,HORIZON,3,false,false,true,0.010227,-0.014659,-0.008864,true
