ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,coverage_quality,n_obs,final_tier,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,bars_held,reassess_triggered,reassess_bar,reassess_time_ist,h300_counterfactual_ret
INDUSINDBK_NS,LONG,20260907,998.000000,1045.546550,959.020109,-0.006933,991.080000,LIMITED,3,mae_h60_p50,1007.500000,09:46,REASSESS_EXIT,0.009519,0.000000,20,True,32,09:46,0.014930
INDUSTOWER_NS,LONG,20260907,376.450012,396.316058,360.675239,-0.001472,375.900000,USABLE,5,mae_h300_p50,382.100006,09:49,REASSESS_EXIT,0.015009,0.000000,23,True,35,09:49,0.006641
IOC_NS,LONG,20260907,135.149994,139.901534,130.349193,-0.003487,134.680000,USABLE,5,mae_h300_p75,136.169998,10:14,HORIZON,0.007547,0.000000,48,False,None,None,0.007547
LICI_NS,LONG,20260907,411.500000,423.126141,398.701192,-0.002209,410.590000,USABLE,5,mae_h300_p50,416.149994,09:35,REASSESS_EXIT,0.011300,0.000000,9,True,21,09:35,0.007412
LUPIN_NS,LONG,20260907,2105.000000,2188.548309,2038.541742,-0.031572,2038.540000,USABLE,5,adaptive_risk,2114.399902,10:09,REASSESS_EXIT,0.004466,0.000000,43,True,55,10:09,0.005178
M&M_NS,SHORT,20260907,3160.000000,3031.109780,3289.526689,-0.009532,3129.880000,LIMITED,4,mae_h300_p50,3129.880000,09:27,STOP,0.009532,-0.000759,1,False,None,None,-0.003576
MRF_NS,LONG,20260907,128890.000000,132160.170413,124723.676554,-0.003304,128464.150000,LIMITED,3,mae_h60_p50,128800.000000,10:14,HORIZON,-0.000698,-0.001435,48,False,None,None,-0.000698
NESTLEIND_NS,LONG,20260907,1398.000000,1440.056879,1364.206036,-0.002790,1394.100000,USABLE,5,mae_h300_p50,1394.100000,09:57,STOP,-0.002790,-0.002790,31,False,None,None,-0.001144
ONGC_NS,LONG,20260907,233.699997,240.962836,224.952502,-0.037430,224.950000,USABLE,5,adaptive_risk,233.720001,09:51,REASSESS_EXIT,0.000086,-0.000770,25,True,37,09:51,-0.000342
PAGEIND_NS,LONG,20260907,35825.000000,37293.503073,34629.112632,-0.004743,35655.080000,LIMITED,4,mae_h60_p50,36265.000000,09:32,REASSESS_EXIT,0.012282,0.000000,6,True,18,09:32,0.004885
RECLTD_NS,LONG,20260907,316.399994,328.197160,302.130305,-0.045100,302.130000,USABLE,5,adaptive_risk,320.000000,09:51,REASSESS_EXIT,0.011378,0.000000,25,True,37,09:51,0.007269
SBILIFE_NS,LONG,20260907,1732.000000,1798.923849,1677.692890,-0.000772,1730.660000,USABLE,5,mae_h300_p50,1753.599976,09:48,REASSESS_EXIT,0.012471,0.000000,22,True,34,09:48,0.012818
SBIN_NS,LONG,20260907,1005.900024,1035.430630,971.719517,-0.003848,1002.030000,LIMITED,2,mae_h60_p50,1015.099976,09:55,REASSESS_EXIT,0.009146,0.000000,29,True,41,09:55,0.001094
SHREECEM_NS,LONG,20260907,23365.000000,24178.677655,22595.375845,-0.001065,23340.120000,LIMITED,4,mae_h60_p50,23625.000000,10:09,REASSESS_EXIT,0.011128,0.000000,43,True,55,10:09,0.010486
SUNPHARMA_NS,LONG,20260907,1895.000000,1939.379096,1846.130430,-0.000792,1893.500000,LIMITED,3,mae_h300_p50,1896.000000,10:08,REASSESS_EXIT,0.000528,0.000000,42,True,54,10:08,0.000950
TATASTEEL_NS,LONG,20260907,185.610001,191.818228,178.111293,-0.002852,185.080000,USABLE,5,mae_h300_p50,186.449997,09:35,REASSESS_EXIT,0.004526,0.000000,9,True,21,09:35,-0.000054
TECHM_NS,LONG,20260907,1564.000000,1634.169066,1499.077414,-0.001918,1561.000000,LIMITED,2,mae_h300_p50,1561.000000,09:44,STOP,-0.001918,-0.003133,18,False,None,None,0.001407
TRENT_NS,LONG,20260907,2814.500000,2964.170818,2685.786178,-0.004776,2801.060000,USABLE,5,mae_h300_p50,2843.899902,09:32,REASSESS_EXIT,0.010446,0.000000,6,True,18,09:32,0.003269
ULTRACEMCO_NS,LONG,20260907,11175.000000,11488.000780,10859.977513,-0.002610,11145.830000,LIMITED,4,mae_h300_p50,11247.000000,10:14,HORIZON,0.006443,0.000000,48,False,None,None,0.006443
UNITDSPR_NS,LONG,20260907,1440.000000,1489.204388,1385.512452,-0.037839,1385.510000,LIMITED,3,adaptive_risk,1459.400024,09:45,REASSESS_EXIT,0.013472,0.000000,19,True,31,09:45,0.014653
UPL_NS,LONG,20260907,573.000000,593.908590,554.133940,-0.002070,571.810000,LIMITED,4,mae_h60_p50,581.150024,10:14,HORIZON,0.014223,0.000000,48,False,None,None,0.014223
WIPRO_NS,LONG,20260907,172.800003,177.712901,166.198236,-0.001257,172.580000,LIMITED,2,mae_h300_p50,173.600006,09:32,REASSESS_EXIT,0.004630,0.000000,6,True,18,09:32,0.006655
