ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,stop_confidence,coverage_quality,n_obs,path_context,final_tier,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,max_favourable_excursion,bars_held,h300_counterfactual_ret,stop_consequence_pp
MARICO_NS,LONG,20260904,815.150024,831.785701,791.816692,-0.028625,791.820000,LOW,SPARSE,1,STRONG_FAVOUR,adaptive_risk,820.250000,10:14,HORIZON,0.006256,0.000000,0.008649,48,0.006256,0.000000
MARUTI_NS,LONG,20260904,12694.000000,13032.504733,12300.585052,-0.001308,12677.400000,LOW,LIMITED,4,STRONG_FAVOUR,mae_h60_p50,12759.000000,10:14,HORIZON,0.005121,0.000000,0.008114,48,0.005121,0.000000
MPHASIS_NS,LONG,20260904,2422.000000,2544.144042,2309.777008,-0.006273,2406.810000,LOW,LIMITED,2,STRONG_FAVOUR,mae_h60_p50,2460.100098,10:14,HORIZON,0.015731,0.000000,0.026466,48,0.015731,0.000000
PETRONET_NS,LONG,20260904,288.100006,297.146921,280.031208,-0.000345,288.000000,LOW,LIMITED,2,STRONG_FAVOUR,mae_h60_p50,291.600006,10:14,HORIZON,0.012149,0.000000,0.014058,48,0.012149,0.000000
PNB_NS,SHORT,20260904,117.000000,110.778212,121.706491,-0.008563,116.000000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,116.000000,09:27,STOP,0.008547,0.000000,0.001282,1,-0.000769,0.009316
POLYCAB_NS,LONG,20260904,8300.000000,8785.713965,7918.537249,-0.004130,8265.720000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,8382.000000,10:14,HORIZON,0.009880,0.000000,0.023855,48,0.009880,0.000000
SUNPHARMA_NS,LONG,20260904,1899.000000,1954.046285,1840.155203,-0.000792,1897.500000,LOW,LIMITED,3,STRONG_FAVOUR,mae_h60_p50,1906.900024,10:14,HORIZON,0.004160,0.000000,0.006214,48,0.004160,0.000000
TATACONSUM_NS,LONG,20260904,1010.000000,1054.033003,980.818615,-0.000446,1009.550000,LOW,LIMITED,4,STRONG_FAVOUR,mae_h60_p50,1016.400024,10:14,HORIZON,0.006337,0.000000,0.008218,48,0.006337,0.000000
TECHM_NS,LONG,20260904,1596.900024,1668.545155,1530.611738,-0.001918,1593.840000,LOW,LIMITED,2,NORMAL,mae_h300_p50,1601.099976,10:14,HORIZON,0.002630,0.000000,0.011334,48,0.002630,0.000000
TORNTPHARM_NS,LONG,20260904,4857.000000,5026.057729,4682.927690,-0.008038,4817.960000,LOW,LIMITED,2,STRONG_FAVOUR,mae_h60_p50,4911.000000,10:14,HORIZON,0.011118,0.000000,0.015339,48,0.011118,0.000000
UNITDSPR_NS,LONG,20260904,1471.699951,1521.987517,1416.012923,-0.037839,1416.010000,LOW,LIMITED,3,NORMAL,adaptive_risk,1482.400024,10:15,HORIZON,0.007271,0.000000,0.008562,48,0.007271,0.000000
VBL_NS,LONG,20260904,407.600006,423.642589,392.924659,-0.002085,406.750000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,408.600006,10:14,HORIZON,0.002453,0.000000,0.004048,48,0.002453,0.000000
