ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,stop_confidence,coverage_quality,n_obs,path_context,final_tier,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,max_favourable_excursion,bars_held,h300_counterfactual_ret,stop_consequence_pp
PNB_NS,SHORT,20260908,116.300003,109.697830,121.358002,-0.008563,115.300000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,115.300000,09:27,STOP,0.008598,0.000000,0.002150,1,-0.001118,0.009716
RECLTD_NS,LONG,20260908,315.600006,327.367344,301.366397,-0.045100,301.370000,MEDIUM,USABLE,5,NORMAL,adaptive_risk,315.799988,10:14,HORIZON,0.000634,-0.002852,0.002852,48,0.000634,0.000000
SBILIFE_NS,LONG,20260908,1723.599976,1790.199251,1669.556249,-0.031355,1669.560000,MEDIUM,USABLE,5,NORMAL,adaptive_risk,1724.400024,10:14,HORIZON,0.000464,-0.002263,0.003771,48,0.000464,0.000000
SBIN_NS,SHORT,20260908,1006.099976,967.612478,1037.332768,-0.009743,996.300000,LOW,LIMITED,3,NORMAL,mae_h300_p50,996.300000,09:27,STOP,0.009741,0.000000,0.001093,1,-0.002684,0.012424
TATACONSUM_NS,LONG,20260908,1009.900024,1053.928669,980.721528,-0.000792,1009.100000,LOW,LIMITED,4,NORMAL,mae_h300_p50,1009.100000,09:57,STOP,-0.000792,-0.000792,0.001881,31,0.005050,-0.005842
TITAN_NS,SHORT,20260908,4990.500000,4822.315420,5135.901667,-0.000751,4986.750000,LOW,LIMITED,4,NORMAL,mae_h300_p50,4986.750000,09:31,STOP,0.000751,0.000000,0.002605,5,0.000301,0.000451
TRENT_NS,LONG,20260908,2784.500000,2932.575463,2657.158150,-0.045732,2657.160000,MEDIUM,USABLE,5,NORMAL,adaptive_risk,2790.199951,10:14,HORIZON,0.002047,-0.004776,0.002263,48,0.002047,0.000000
ULTRACEMCO_NS,LONG,20260908,11113.000000,11424.264221,10799.725289,-0.002610,11084.000000,LOW,LIMITED,4,NORMAL,mae_h300_p50,11084.000000,09:59,STOP,-0.002610,-0.005219,0.001980,33,0.002250,-0.004859
UNITDSPR_NS,SHORT,20260908,1434.500000,1383.947091,1499.403374,-0.000906,1433.200000,LOW,SPARSE,1,STRONG_FAVOUR,mae_h60_p50,1433.200000,09:56,STOP,0.000906,0.000000,0.005228,30,-0.001603,0.002510
UPL_NS,LONG,20260908,573.700012,594.634146,554.810904,-0.002070,572.510000,LOW,LIMITED,4,STRONG_FAVOUR,mae_h60_p50,572.510000,10:06,STOP,-0.002074,-0.002789,0.002440,40,0.002963,-0.005038
VBL_NS,LONG,20260908,404.450012,420.368616,389.888078,-0.001854,403.700000,MEDIUM,USABLE,5,NORMAL,mae_h300_p75,405.950012,10:14,HORIZON,0.003709,-0.001854,0.006305,48,0.003709,0.000000
VEDL_NS,SHORT,20260908,272.250000,258.955838,284.503110,-0.002020,271.700000,MEDIUM,USABLE,5,NORMAL,mae_h300_p75,271.700000,09:27,STOP,0.002020,0.000000,0.003857,1,-0.001469,0.003489
WIPRO_NS,SHORT,20260908,172.199997,164.436518,177.512231,-0.011609,170.200000,LOW,LIMITED,3,NORMAL,mae_h300_p50,170.200000,09:27,STOP,0.011614,0.000000,0.002032,1,-0.000000,0.011614
