ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,coverage_quality,n_obs,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,bars_held,inversion_occurred,inversion_bar,inversion_direction,inversion_entry_price,inversion_stop_price,inversion_exit_price,inversion_exit_reason,inversion_realized_ret,combined_realized_ret,h300_counterfactual_ret
HCLTECH_NS,LONG,20260909,1229.800049,1275.714760,1181.838023,-0.039000,1181.840000,SPARSE,1,1245.300049,10:14,HORIZON,0.012604,0.000000,48,False,None,None,None,None,None,None,None,0.012604,0.012604
HDFCBANK_NS,LONG,20260909,687.099976,701.975872,670.407240,-0.002264,685.540000,USABLE,5,692.900024,10:14,HORIZON,0.008441,0.000000,48,False,None,None,None,None,None,None,None,0.008441,0.008441
HDFCLIFE_NS,LONG,20260909,514.000000,529.518815,495.937370,-0.035141,495.940000,USABLE,5,516.349976,10:14,HORIZON,0.004572,0.000000,48,False,None,None,None,None,None,None,None,0.004572,0.004572
HEROMOTOCO_NS,LONG,20260909,5218.000000,5413.834251,5005.011963,-0.002300,5206.000000,SPARSE,1,5206.000000,10:07,STOP,-0.002300,-0.002300,41,False,None,None,None,None,None,None,None,-0.002300,-0.001150
INFY_NS,LONG,20260909,1035.000000,1063.742742,994.233643,-0.039388,994.230000,SPARSE,1,1044.000000,10:14,HORIZON,0.008696,0.000000,48,False,None,None,None,None,None,None,None,0.008696,0.008696
ITC_NS,LONG,20260909,260.799988,266.097431,254.190096,-0.001518,260.400000,USABLE,5,261.850006,10:14,HORIZON,0.004026,0.000000,48,False,None,None,None,None,None,None,None,0.004026,0.004026
LICI_NS,LONG,20260909,407.500000,423.440427,395.061008,-0.002209,406.600000,USABLE,5,406.600006,10:14,HORIZON,-0.002209,-0.002209,48,False,None,None,None,None,None,None,None,-0.002209,-0.002209
LUPIN_NS,LONG,20260909,2100.000000,2183.349857,2033.699600,-0.031572,2033.700000,USABLE,5,2097.500000,10:14,HORIZON,-0.001190,-0.001810,48,False,None,None,None,None,None,None,None,-0.001190,-0.001190
MUTHOOTFIN_NS,LONG,20260909,2815.000000,2905.518779,2678.653429,-0.002098,2809.090000,LIMITED,2,2809.090000,10:00,STOP,-0.002099,-0.002487,34,False,None,None,None,None,None,None,None,-0.002099,-0.004440
NAUKRI_NS,SHORT,20260909,1267.000000,1187.445582,1319.113713,-0.011180,1252.830000,LIMITED,4,1252.830000,09:27,STOP,0.011184,0.000000,1,False,None,None,None,None,None,None,None,0.011184,0.001342
NESTLEIND_NS,LONG,20260909,1393.000000,1434.906461,1359.326901,-0.002790,1389.110000,USABLE,5,1391.400024,10:14,HORIZON,-0.001149,-0.002584,48,False,None,None,None,None,None,None,None,-0.001149,-0.001149
ONGC_NS,LONG,20260909,234.020004,241.643402,226.220503,-0.000856,233.820000,USABLE,5,236.789993,10:14,HORIZON,0.011837,0.000000,48,False,None,None,None,None,None,None,None,0.011837,0.011837
PAGEIND_NS,LONG,20260909,35395.000000,36845.876937,34213.466619,-0.004743,35227.120000,LIMITED,4,35800.000000,10:28,HORIZON,0.011442,0.000000,48,False,None,None,None,None,None,None,None,0.011442,0.011442
PIDILITIND_NS,LONG,20260909,1572.000000,1625.077088,1524.946060,-0.000573,1571.100000,SPARSE,1,1571.100000,09:27,STOP,-0.000573,-0.000763,1,False,None,None,None,None,None,None,None,-0.000573,0.000954
RECLTD_NS,LONG,20260909,314.500000,326.226324,300.316001,-0.000474,314.350000,USABLE,5,315.399994,10:14,HORIZON,0.002862,0.000000,48,False,None,None,None,None,None,None,None,0.002862,0.002862
RELIANCE_NS,LONG,20260909,1279.000000,1314.674682,1241.550449,-0.000860,1277.900000,SPARSE,1,1285.000000,10:14,HORIZON,0.004691,0.000000,48,False,None,None,None,None,None,None,None,0.004691,0.004691
SBILIFE_NS,LONG,20260909,1684.000000,1749.069147,1631.197937,-0.000772,1682.700000,USABLE,5,1682.700000,10:03,STOP,-0.000772,-0.000772,37,False,None,None,None,None,None,None,None,-0.000772,0.001781
SHREECEM_NS,LONG,20260909,22950.000000,23749.225431,22194.045608,-0.001572,22913.920000,LIMITED,4,23155.000000,10:16,HORIZON,0.008932,0.000000,48,False,None,None,None,None,None,None,None,0.008932,0.008932
TATACONSUM_NS,LONG,20260909,1001.000000,1044.640630,972.078647,-0.000446,1000.550000,LIMITED,4,1004.700012,10:14,HORIZON,0.003696,0.000000,48,False,None,None,None,None,None,None,None,0.003696,0.003696
ULTRACEMCO_NS,LONG,20260909,10900.000000,11205.298300,10592.729744,-0.002610,10871.550000,LIMITED,4,10949.000000,10:14,HORIZON,0.004495,0.000000,48,False,None,None,None,None,None,None,None,0.004495,0.004495
UNITDSPR_NS,LONG,20260909,1405.199951,1453.215231,1352.029188,-0.037839,1352.030000,LIMITED,3,1416.099976,10:14,HORIZON,0.007757,0.000000,48,False,None,None,None,None,None,None,None,0.007757,0.007757
VEDL_NS,SHORT,20260909,272.500000,259.193630,284.764362,-0.002020,271.950000,USABLE,5,271.950000,09:27,STOP,0.002018,-0.000367,1,False,None,None,None,None,None,None,None,0.002018,0.003670
WIPRO_NS,LONG,20260909,167.000000,171.747997,160.619820,-0.001257,166.790000,LIMITED,2,168.149994,10:14,HORIZON,0.006886,0.000000,48,False,None,None,None,None,None,None,None,0.006886,0.006886
